城市,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,大宁金茂府，高区三房，恒温，恒氧，恒湿，科技住宅！,https://sh.lianjia.com/ershoufang/107106376929.html,3室2厅,95.31平米,南,高楼层(共22层),精装,大宁金茂府,大宁, 1650万,"173,120元/平",2016年建,5个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年
上海,《边套明窗》《俯瞰大宁》《满五就一套》《配套成熟》,https://sh.lianjia.com/ershoufang/107106353827.html,3室2厅,127.01平米,西南,中楼层(共27层),精装,宝华现代城,大宁, 1758万,"138,415元/平",2008年建,5个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年
上海,朝南大三房，连体三阳台，中间楼层，采光视野无遮挡。,https://sh.lianjia.com/ershoufang/107106915391.html,3室2厅,130.41平米,南 北,6层,简装,锦沧公寓,大宁, 1069万,"81,973元/平",2000年建,3个月以前发布,3人关注,板楼、VR看装修、房本满五年
上海,电梯复式飞机大户型  大宁仅一套,https://sh.lianjia.com/ershoufang/107107266432.html,6室2厅,260.5平米,南,11层,简装,永乐苑,大宁, 1900万,"72,937元/平",1998年建,1个月以前发布,11人关注,板楼、近地铁、VR房源、房本满五年
上海,此房是满五，免个税，带院子，产权清晰，三房格局。,https://sh.lianjia.com/ershoufang/107106349251.html,3室2厅,77.37平米,南 北,低楼层(共6层),简装,旭阳苑,大宁, 670万,"86,597元/平",2000年建,5个月以前发布,19人关注,板楼、近地铁、VR房源、房本满五年
上海,西边套，采光好，户型好，配套齐全，近地铁,https://sh.lianjia.com/ershoufang/107106692101.html,2室1厅,112.98平米,南,低楼层(共32层),精装,新弘国际公寓,大宁, 1239万,"109,666元/平",2008年建,4个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,利丰苑 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107106896095.html,2室2厅,95.46平米,南 北,6层,简装,利丰苑,大宁, 798万,"83,596元/平",2001年建,3个月以前发布,5人关注,板楼、VR看装修、房本满五年
上海,满五年+双南全明户型+近地铁+公园+品质装修,https://sh.lianjia.com/ershoufang/107105773965.html,2室1厅,110.97平米,南,低楼层(共28层),简装,新弘国际公寓,大宁, 1165万,"104,984元/平",2008年建,9个月以前发布,21人关注,板楼、近地铁、VR看装修、房本满五年
上海,大宁城南北三房 位置安静 有车位 产权清晰 性价高,https://sh.lianjia.com/ershoufang/107106008009.html,3室2厅,93.73平米,南,低楼层(共23层),精装,上海滩大宁城(公寓),大宁, 1150万,"122,693元/平",2012年建,8个月以前发布,77人关注,板楼、VR看装修、房本满两年
上海,精装南北三房，85的得房率，小区中间位置，有车位！,https://sh.lianjia.com/ershoufang/107106901045.html,3室2厅,116.23平米,南 北,高楼层(共6层),精装,歌林春天馨园,大宁, 1240万,"106,686元/平",2003年建,3个月以前发布,9人关注,板楼、VR看装修、房本满五年
上海,此房二手买进税少，产权清晰，楼层采光好，南北通风。,https://sh.lianjia.com/ershoufang/107107154733.html,2室2厅,86.56平米,南 北,中楼层(共6层),精装,旭阳苑,大宁, 728万,"84,104元/平",2000年建,1个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满两年
上海,恒温恒湿恒氧的科技住宅，管家式服务，满五诚意出售,https://sh.lianjia.com/ershoufang/107106398168.html,3室2厅,95.28平米,南 北,高楼层(共22层),精装,大宁金茂府,大宁, 1490万,"156,382元/平",2016年建,5个月以前发布,39人关注,板楼、近地铁、VR看装修、房本满五年
上海,满五税少，双南大两房，视野宽阔，采光充足，双阳台,https://sh.lianjia.com/ershoufang/107106490659.html,2室2厅,91.37平米,南,低楼层(共34层),精装,明园森林都市滴翠苑,大宁, 900万,"98,501元/平",2007年建,4个月以前发布,20人关注,塔楼、VR看装修、房本满五年
上海,【急售】已满五年南府大四房，前排无遮挡，税费少！,https://sh.lianjia.com/ershoufang/107106046256.html,4室2厅,137.13平米,南,低楼层(共18层) ,精装,静安府东区,大宁, 1900万,"138,555元/平",,8个月以前发布,18人关注,板楼、近地铁、VR看装修、房本满两年
上海,33平私家花园满五税少恒温恒湿恒氧科技住宅管家服务,https://sh.lianjia.com/ershoufang/107106372492.html,3室2厅,95.24平米,南,低楼层(共22层),精装,大宁金茂府,大宁, 1600万,"167,997元/平",2016年建,5个月以前发布,11人关注,板楼、近地铁、VR看装修、房本满五年
上海,新出全明三房+一梯两户+南北通+近地铁+可看可签,https://sh.lianjia.com/ershoufang/107106366699.html,3室2厅,92.18平米,南 北,6层,简装,锦佳苑,大宁, 880万,"95,466元/平",1997年建,5个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满五年
上海,锦沧公寓 3室2厅 南,https://sh.lianjia.com/ershoufang/107106376341.html,3室2厅,130.41平米,南,6层,简装,锦沧公寓,大宁, 1049万,"80,439元/平",2000年建,5个月以前发布,5人关注,板楼、VR看装修、房本满五年
上海,南北通透2房2厅 3米层高 房型正气房龄新，停车位充足,https://sh.lianjia.com/ershoufang/107106972422.html,2室2厅,89.17平米,南 北,高楼层(共24层),精装,悦公馆(永和东路),大宁, 1180万,"132,332元/平",2010年建,2个月以前发布,5人关注,板楼、VR看装修、房本满五年
上海,此房满五，产权清晰，南北通风，小三房格局，诚售,https://sh.lianjia.com/ershoufang/107105352030.html,2室1厅,86.27平米,南 北,中楼层(共6层),精装,旭阳苑,大宁, 700万,"81,141元/平",2000年建,一年前发布,57人关注,板楼、近地铁、VR看装修、房本满五年
上海,全明精装三房拎包入住，视野采光无遮挡，居家自住之选,https://sh.lianjia.com/ershoufang/107106822205.html,3室2厅,125.03平米,南 北,中楼层(共10层),精装,歌林春天馨园,大宁, 1350万,"107,975元/平",2002年建,3个月以前发布,17人关注,板楼、VR看装修、房本满两年
上海,电梯高区空中大别墅，大五房户型，大宁公园，看三件套,https://sh.lianjia.com/ershoufang/107104602291.html,5室2厅,220.02平米,南,高楼层(共11层),精装,望景苑,大宁, 1980万,"89,992元/平",2002年建,一年前发布,207人关注,板楼、VR房源、房本满五年
上海,近地铁1号线 东边套三房 视野好正看公园 闹中取静 急,https://sh.lianjia.com/ershoufang/107107235321.html,3室2厅,121.25平米,东南,中楼层(共34层),简装,明园森林都市滴翠苑,大宁, 1080万,"89,073元/平",2007年建,1个月以前发布,14人关注,板楼、VR看装修、房本满五年
上海,紫气东莱 延长路高区景观房 精装修  可拎包入住 诚意,https://sh.lianjia.com/ershoufang/107107216982.html,2室2厅,96.29平米,南,高楼层(共20层),精装,建银曙光小区,大宁, 800万,"83,083元/平",1996年建,1个月以前发布,5人关注,塔楼、近地铁、VR看装修、房本满五年
上海,新梅共和城 2室2厅 南,https://sh.lianjia.com/ershoufang/107107188531.html,2室2厅,99.36平米,南,高楼层(共18层),简装,新梅共和城,大宁, 1080万,"108,696元/平",2004年建,1个月以前发布,3人关注,板楼、近地铁、VR房源、房本满五年
上海,楼层好采光充足，正对花园景观，楼栋安静不临街,https://sh.lianjia.com/ershoufang/107106730604.html,2室2厅,106.87平米,南,低楼层(共18层),精装,慧芝湖花园（一二期）,大宁, 1325万,"123,983元/平",2007年建,3个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安大宁，明园森林都市一期，西边套实惠大2房,https://sh.lianjia.com/ershoufang/107107082132.html,2室2厅,95.54平米,西南,低楼层(共34层) ,精装,明园森林都市滴翠苑,大宁, 900万,"94,202元/平",,2个月以前发布,2人关注,塔楼、VR看装修、房本满五年
上海,【金茂府满五年】【人车分流科技住宅】【久光百货旁】,https://sh.lianjia.com/ershoufang/107105747042.html,3室2厅,95.58平米,南,低楼层(共22层),精装,大宁金茂府,大宁, 1560万,"163,215元/平",2017年建,10个月以前发布,17人关注,板楼、VR看装修、房本满五年
上海,科技住宅  南北通 边套全明户型 不靠高架 安静舒适,https://sh.lianjia.com/ershoufang/107106336427.html,3室2厅,94.43平米,南 北,低楼层(共22层),精装,大宁金茂府,大宁, 1600万,"169,438元/平",2016年建,5个月以前发布,9人关注,板楼、VR看装修、房本满五年
上海,《二期高区》《闹中取静》《南北通透》《值得拥有》,https://sh.lianjia.com/ershoufang/107106450492.html,2室2厅,96.72平米,南 北,中楼层(共29层),精装,宝华现代城,大宁, 1300万,"134,409元/平",2008年建,5个月以前发布,19人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安府飞机户型大三房 客餐厅尺寸感大 次新改善之选,https://sh.lianjia.com/ershoufang/107106408170.html,3室2厅,116.26平米,南,中楼层(共17层) ,精装,静安府西区,大宁, 1650万,"141,924元/平",,5个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满两年
上海,14次新房，双南两房，大宁板块闹中取静！！,https://sh.lianjia.com/ershoufang/107107463731.html,2室1厅,81.94平米,南,高楼层(共6层),精装,共和新路2203弄,大宁, 696万,"84,941元/平",2014年建,16天以前发布,6人关注,板楼、近地铁、VR看装修
上海,上海滩大宁城4房精装修+2手买进税少不要错过,https://sh.lianjia.com/ershoufang/107107152260.html,4室2厅,138.53平米,南 北,中楼层(共33层),精装,上海滩大宁城(公寓),大宁, 1600万,"115,499元/平",2011年建,1个月以前发布,15人关注,板楼、VR看装修、房本满两年
上海,静安美丽家园 停车边界 环境优美 大宁郁金香公园边,https://sh.lianjia.com/ershoufang/107106535115.html,3室2厅,117.97平米,南,低楼层(共6层),精装,广中苑,大宁, 810万,"68,662元/平",1999年建,4个月以前发布,11人关注,板楼、VR看装修、房本满五年
上海,二手买进满五年 全明户型 采光无遮挡,https://sh.lianjia.com/ershoufang/107106853451.html,2室1厅,84.92平米,西,低楼层(共14层),精装,恒源大楼,大宁, 636万,"74,895元/平",2003年建,3个月以前发布,5人关注,塔楼、近地铁、VR房源、房本满五年
上海,大宁商圈，08年高区双南，闹中取静，另有车位！,https://sh.lianjia.com/ershoufang/107106502063.html,2室1厅,111.53平米,南,中楼层(共31层),精装,新弘国际公寓,大宁, 1150万,"103,112元/平",2008年建,4个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满五年
上海,2000年小区环境干净整洁+配套齐全+交通方便+近地铁,https://sh.lianjia.com/ershoufang/107106564015.html,3室1厅,81.81平米,南 北,中楼层(共6层),精装,平型关路615弄,大宁, 665万,"81,286元/平",2000年建,4个月以前发布,13人关注,板楼、近地铁、VR看装修、房本满五年
上海,静安府飞机户型大三房 客餐厅尺寸感大 次新改善之选,https://sh.lianjia.com/ershoufang/107106408170.html,3室2厅,116.26平米,南,中楼层(共17层) ,精装,静安府西区,大宁, 1650万,"141,924元/平",,5个月以前发布,12人关注,板楼、近地铁、VR看装修、房本满两年
上海,1号线马戏城站  郁金香公园为邻  久光百货/音乐广场,https://sh.lianjia.com/ershoufang/107106432544.html,2室1厅,93.34平米,南 北,中楼层(共16层),简装,新梅共和城,大宁, 1025万,"109,814元/平",2005年建,5个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,新梅共和城 带朝南花园 采光视野无遮挡 诚意出售,https://sh.lianjia.com/ershoufang/107107168286.html,2室2厅,84.8平米,南,低楼层(共6层),精装,新梅共和城,大宁, 870万,"102,595元/平",2002年建,1个月以前发布,7人关注,板楼、近地铁、VR房源、房本满五年
上海,四房两厅，复式带露台，朝南全明户型，两个储藏室,https://sh.lianjia.com/ershoufang/107106329858.html,4室2厅,129.02平米,南,6层,精装,永乐苑,大宁, 1055万,"81,771元/平",1999年建,6个月以前发布,22人关注,板楼、VR房源、房本满五年
上海,满五省税、楼栋位置好、楼层好、拎包入住,https://sh.lianjia.com/ershoufang/107106553711.html,2室2厅,95.26平米,南 北,高楼层(共26层),精装,宝华现代城,大宁, 1220万,"128,071元/平",2008年建,4个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,"小区总价/单价Z低,带15㎡花园，安静位置，地铁540米",https://sh.lianjia.com/ershoufang/107105335761.html,2室1厅,81.08平米,南,低楼层(共6层),简装,建银曙光小区,大宁, 670万,"82,635元/平",1996年建,一年前发布,23人关注,板楼、近地铁、VR看装修、房本满五年
上海,高区三房，科技住宅，恒温恒湿恒氧，管家服务,https://sh.lianjia.com/ershoufang/107106660437.html,3室2厅,95.35平米,南,高楼层(共22层),精装,大宁金茂府,大宁, 1550万,"162,559元/平",2016年建,4个月以前发布,21人关注,板楼、近地铁、VR看装修、房本满两年
上海,建银曙光小区 2室1厅 西南,https://sh.lianjia.com/ershoufang/107107246510.html,2室1厅,96.29平米,西南,高楼层(共20层),精装,建银曙光小区,大宁, 808万,"83,914元/平",1996年建,1个月以前发布,2人关注,塔楼、近地铁、VR房源、房本满五年
上海,店长推荐，南北景观大3房，板楼结构，户型正气有车位,https://sh.lianjia.com/ershoufang/107106397639.html,3室2厅,120.23平米,南 北,高楼层(共26层),精装,枫景苑,大宁, 1180万,"98,146元/平",2005年建,5个月以前发布,18人关注,板楼、VR看装修、房本满五年
上海,一梯两户！电梯小高层！南北双阳台！低密度小区！,https://sh.lianjia.com/ershoufang/107107287445.html,2室2厅,87.48平米,南,中楼层(共8层),简装,枫景苑,大宁, 950万,"108,597元/平",2005年建,1个月以前发布,2人关注,板楼、VR看装修、房本满五年
上海,二手买进+满五+仅有1套+中yang空调+车位可租+视野开阔,https://sh.lianjia.com/ershoufang/107106598175.html,3室2厅,124.29平米,南,24层,精装,普善新苑,大宁, 800万,"64,366元/平",1999年建,4个月以前发布,19人关注,塔楼、VR房源、房本满五年
